UID,Text,Parent UID,Parent Text,Hierarchy Path
"iqun2cNV9","When I leave mandatory referral fields blank after selecting ""Friends, Family, Colleague, or Medical Provider"" and click Save, error messages must be displayed. #Manual","fuAk9EndE","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I leave mandatory referral fields blank after selecting ""Friends, Family, Colleague, or Medical Provider"" and click Save, error messages must be displayed. #Manual"
"5XKjHP3un","When I select ""Other"" as referral option, a comment box must be displayed but it must not be mandatory. #Manual","fuAk9EndE","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I select ""Other"" as referral option, a comment box must be displayed but it must not be mandatory. #Manual"
"8ZEDQpCZP","When I enter valid referral details and save, the referral details must be saved successfully and displayed correctly in view mode. #Manual","fuAk9EndE","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I enter valid referral details and save, the referral details must be saved successfully and displayed correctly in view mode. #Manual"
"StMGlN8Wg","When I save changes in the Account Details tab, the user must be redirected to the Account Details View. #Manual","fuAk9EndE","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I save changes in the Account Details tab, the user must be redirected to the Account Details View. #Manual"
"2sEMjzApX","When I view saved details in Account Details View, all details must be displayed correctly with ""N/A"" shown for any unselected referral details. #Manual","fuAk9EndE","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Screen 1: > Test Cases > When I view saved details in Account Details View, all details must be displayed correctly with ""N/A"" shown for any unselected referral details. #Manual"
"p24e84-zp","When I answer any one question in the form, all remaining questions must become mandatory. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I answer any one question in the form, all remaining questions must become mandatory. #Manual#Automated"
"tUzwZ7Y5Q","When I do not answer any question in the form, answering questions must not be mandatory. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I do not answer any question in the form, answering questions must not be mandatory. #Manual#Automated"
"XDy3f0zww","When I select ""Yes"" for a question, the corresponding input field must be enabled. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I select ""Yes"" for a question, the corresponding input field must be enabled. #Manual#Automated"
"cliC0IETG","When I enter values in the numeric input field, it must only accept numeric values or floating-point numbers up to two decimal places. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I enter values in the numeric input field, it must only accept numeric values or floating-point numbers up to two decimal places. #Manual#Automated"
"vR3-HjkXL","When I enter values in the numeric input field, it must allow entering up to 99 digits only. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I enter values in the numeric input field, it must allow entering up to 99 digits only. #Manual#Automated"
"CrRLFPDD3","When I leave any required field empty, the ""Save"" button must remain disabled until all fields are completed. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I leave any required field empty, the ""Save"" button must remain disabled until all fields are completed. #Manual#Automated"
"gWZLLXGwz","When I save valid personal details, the API `.../personalHabits` must return 200 response and details must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid personal details, the API `.../personalHabits` must return 200 response and details must be saved successfully. #Manual#Automated"
"8YSN08im1","When I skip the Allergies field, saving must still be allowed without error. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I skip the Allergies field, saving must still be allowed without error. #Manual#Automated"
"zkPLWEFFl","When I save valid Allergies details, the API `.../allergies` must return 200 response and allergies must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid Allergies details, the API `.../allergies` must return 200 response and allergies must be saved successfully. #Manual#Automated"
"I2sLvyzMC","When I skip the Medications/Supplements field, saving must still be allowed without error. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I skip the Medications/Supplements field, saving must still be allowed without error. #Manual#Automated"
"bIBG6n25E","When I enter valid data, the ""Save"" button must become enabled. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I enter valid data, the ""Save"" button must become enabled. #Manual#Automated"
"oOaxDfCB2","When I save valid Medications/Supplements details, the API `.../medication` must return 200 response and data must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid Medications/Supplements details, the API `.../medication` must return 200 response and data must be saved successfully. #Manual#Automated"
"cZGMaNTvQ","When I open the Medical Provider Information form, all fields must be optional. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I open the Medical Provider Information form, all fields must be optional. #Manual#Automated"
"ukoeljq1X","When I select a future date in ""Date of Last Physical Examination"", the system must restrict selection. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I select a future date in ""Date of Last Physical Examination"", the system must restrict selection. #Manual#Automated"
"6Xc41_5wX","When I save valid Medical Provider Information, the API `.../medicalProvider` must return 200 response and details must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid Medical Provider Information, the API `.../medicalProvider` must return 200 response and details must be saved successfully. #Manual#Automated"
"4kC0VKrAU","When I skip Medical History, saving must still be allowed without error. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I skip Medical History, saving must still be allowed without error. #Manual#Automated"
"3NdXe_d76","When I save valid Medical History, the API `.../medicalHistory` must return 200 response and data must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid Medical History, the API `.../medicalHistory` must return 200 response and data must be saved successfully. #Manual#Automated"
"ZjfXvTQzT","When I skip Surgical History, saving must still be allowed without error. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I skip Surgical History, saving must still be allowed without error. #Manual#Automated"
"YlWqIYyvN","When I save valid Surgical History, the API `.../surgicalHistory` must return 200 response and surgery details must be saved successfully. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I save valid Surgical History, the API `.../surgicalHistory` must return 200 response and surgery details must be saved successfully. #Manual#Automated"
"dVSbhq-4q","When I skip Musculoskeletal History, saving must still be allowed without error. #Manual#Automated","-YJV3ITHr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Clients >  > Medical History > Screen 1 > Test Cases > When I skip Musculoskeletal History, saving must still be allowed without error. #Manual#Automated"
